Constell,Number,GCVS,n_GCVS,OriginClass,Code1,SubCode11,SubCode12,ProcClass,Code2,SubCode21,SubCode22,CMP,n_OriginClass,CurveType,VarType,Max,MinI,A1,MinII,A2,dA,f_Max,flt,Period [d],Log10.P [d],u_Period,f_Period,DI,u_DI,dI,DII,dII,MinII-MinI,SpType,B_SpCode1,b_SpCode1,LumClass1,B_SpCode2,b_SpCode2,LumClass2,ChromActive,RAh,RAm,RAs,DE-,DEd,DEm,DEs
56,320,PV Mus    , # ,unknown ,0,0,0, DM  ,1,1,0,91, # , EA  , ======= ,10.49,11.05,0.56,11.03,0.54,0.02, : , V  ,2.68354,0.4287, # , n ,70, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,13,4,15.3,-,75,10,36
56,9007,eta Mus   , * ,DM      ,1,1,0, N   ,0,0,0,   # , # , EA  , ======= ,4.76,4.81,0.05,4.81,0.05,0, # , V  ,2.396300077,0.3795, # , n ,80, # ,0,80,0,500, B8V?             ,280,0,5,290,0,5, q ,13,15,14.9,-,67,53,41
56,9008,tet Mus   , * ,unknown ,0,0,0, DGE ,1,3,1,   * , # , E   , WR      ,5.5,5.52,0.02,99.99,9.99,9.99, # , V  ,18.3409996,1.2634, # , n ,999, # ,999,999,999,999, WC67V           ,60,0,0,160,170,5, q ,13,8,7.2,-,65,18,22
57,9,Z Nor     , # ,SH      ,2,3,0, N   ,0,0,0,   # , # , EA  , ======= ,9.3,10.1,0.8,9.6,0.3,0.5, # , p  ,2.556914091,0.4077, # , n ,260, # ,0,999,999,999, B3IV                ,230,0,4,0,0,0, q ,16,4,57.1,-,46,17,37
57,10,RR Nor    , # ,SA      ,2,1,0, N   ,0,0,0,   # , # , EA  , ======= ,9.4,10.5,1.1,9.9,0.5,0.6, # , p  ,3.027542114,0.4811, # , n ,80, # ,999,999,999,999, B9V                 ,290,0,5,0,0,0, q ,15,12,33.5,-,55,18,49
57,21,SU Nor    , # ,unknown ,0,0,0, SA  ,2,1,0,96, # , EA  , ======= ,11.9,13.1,1.2,99.99,9.99,9.99, # , p  ,1.686390042,0.227, # , n ,150, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,15,44,35.3,-,58,53,24
57,22,SV Nor    , # ,CW      ,3,3,0, N   ,0,0,0,   # , # , EW  , ======= ,12,12.6,0.6,12.6,0.6,0, # , p  ,0.376116008,-0.4247, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,15,45,21.9,-,59,49,28
57,23,SW Nor    , # ,unknown ,0,0,0, SA  ,2,1,0,   * , # , EA  , ======= ,10.5,12,1.5,99.99,9.99,9.99, # , p  ,29.63489914,1.4718, # , n ,13, # ,3,999,999,999, -----               ,0,0,0,0,0,0, q ,15,49,11.3,-,58,59,40
57,24,SX Nor    , # ,unknown ,0,0,0, DM  ,1,1,0,75, # , EA  , ======= ,12.1,12.2,0.1,99.99,9.99,9.99, # , p  ,3.740080118,0.5729, # , n ,130, # ,100,999,999,999, -----               ,0,0,0,0,0,0, q ,15,52,24.4,-,51,55,41
57,26,SZ Nor    , * ,unknown ,0,0,0, DM  ,1,1,0,97, # , EA  , ======= ,13,13.7,0.7,13.6,0.6,0.1, # , V  ,1.474650025,0.1687, # , n ,180, # ,999,999,999,999, B5                  ,250,0,0,0,0,0, q ,15,55,33,-,56,43,33
57,27,TT Nor    , # ,unknown ,0,0,0, SA  ,2,1,0,   * , # , EA  , ======= ,12.6,12.9,0.3,99.99,9.99,9.99, # , p  ,37.24599838,1.5711, # , n ,250, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,15,58,2.5,-,54,24,45
57,28,TU Nor    , * ,unknown ,0,0,0, DM  ,1,1,0,67, # , EB  , ======= ,12.4,12.7,0.3,12.5,0.1,0.2, # , p  ,1.671200037,0.223, # , n ,999, # ,0,999,0,999, B4                  ,240,0,0,0,0,0, q ,16,0,34.2,-,55,28,18
57,29,TV Nor    , # ,DM      ,1,1,0, N   ,0,0,0,   # , # , EA  , ======= ,8.9,9.7,0.8,9.3,0.4,0.4, # , p  ,8.524406433,0.9307, # , n ,20, # ,999,999,999,999, Ap(Eu-Cr-Sr)        ,300,399,5,0,0,0, q ,16,4,9.2,-,51,32,40
57,31,TX Nor    , # ,unknown ,0,0,0, SA  ,2,1,0,95, # , EA  , ======= ,12.2,13.5,1.3,12.5,0.3,1, # , p  ,3.030489922,0.4815, # , n ,160, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,5,38.5,-,55,16,4
57,32,TY Nor    , # ,unknown ,0,0,0, DM  ,1,1,0,60, # , EA  , ======= ,11.6,12.2,0.6,99.99,9.99,9.99, # , p  ,3.520400047,0.5466, # , n ,150, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,14,12.1,-,56,50,2
57,33,TZ Nor    , # ,unknown ,0,0,0, SA  ,2,1,0,37, # , EA  , ======= ,12,12.7,0.7,12.1,0.1,0.6, # , p  ,4.227300167,0.6261, # , n ,130, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,16,7,-,57,43,31
57,34,UU Nor    , # ,unknown ,0,0,0, SA  ,2,1,0,100, # , EA  , ======= ,11.6,14.3,2.7,99.99,9.99,9.99, # , p  ,3.148250103,0.4981, # , n ,130, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,20,21.5,-,53,44,53
57,35,UV Nor    , # ,unknown ,0,0,0, CB  ,3,1,0,36, # , EA  , ======= ,13.4,13.7,0.3,99.99,9.99,9.99, # , p  ,0.874140024,-0.0584, # , n ,160, # ,70,999,999,999, -----               ,0,0,0,0,0,0, q ,16,21,49.9,-,55,41,1
57,36,UW Nor    , # ,unknown ,0,0,0, DM  ,1,1,0,51, # , EA  , ======= ,12,12.7,0.7,99.99,9.99,9.99, # , p  ,8.486009598,0.9287, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,27,12.2,-,52,17,33
57,38,UY Nor    , # ,unknown ,0,0,0, SA  ,2,1,0,79, # , EA  , ======= ,11.2,12.3,1.1,99.99,9.99,9.99, # , p  ,3.135799885,0.4963, # , n ,110, # ,25,999,999,999, -----               ,0,0,0,0,0,0, q ,16,27,34.2,-,53,3,33
57,39,UZ Nor    , # ,unknown ,0,0,0, SA  ,2,1,0,100, # , EA  , ======= ,11.2,13.4,2.2,99.99,9.99,9.99, # , p  ,3.196089983,0.5046, # , n ,130, # ,20,999,999,999, -----               ,0,0,0,0,0,0, q ,16,28,11.6,-,53,19,22
57,40,VV Nor    , # ,unknown ,0,0,0, DM  ,1,1,0,53, # , EA  , ======= ,12.1,12.3,0.2,99.99,9.99,9.99, # , p  ,1.101750016,0.0421, # , n ,230, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,30,25.4,-,52,19,26
57,42,VX Nor    , # ,unknown ,0,0,0, DM  ,1,1,0,70, # , EA  , ======= ,11.2,11.5,0.3,99.99,9.99,9.99, # , p  ,2.082560062,0.3186, # , n ,160, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,31,24.2,-,54,32,56
57,44,VZ Nor    , # ,unknown ,0,0,0, CWA ,3,3,1,42, # , EW  , ======= ,13.8,14.3,0.5,14.3,0.5,0, # , B  ,0.543852985,-0.2645, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,16,31,26.1,-,52,2,40
57,45,WW Nor    , # ,unknown ,0,0,0, CB  ,3,1,0,40, # , EA  , ======= ,13.3,13.7,0.4,99.99,9.99,9.99, # , p  ,1.089040041,0.037, # , n ,120, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,31,49,-,54,35,21
57,46,WX Nor    , # ,unknown ,0,0,0, SA  ,2,1,0,53, # , EA  , ======= ,12.5,13.4,0.9,99.99,9.99,9.99, # , p  ,1.271304011,0.1042, # , n ,110, : ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,15,40,41.8,-,58,32,17
57,48,WZ Nor    , # ,S       ,2,0,0, N   ,0,0,0,   # , # , EA  , ======= ,12.8,14,1.2,99.99,9.99,9.99, # , p  ,1.049018025,0.0208, # , n ,170, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,15,41,56.9,-,59,8,12
57,50,XY Nor    , * ,unknown ,0,0,0, DM  ,1,1,0,84, # , EA  , ======= ,13,13.4,0.4,13.2,0.2,0.2, # , p  ,1.680029988,0.2253, # , n ,100, # ,999,999,999,999, A6                  ,360,0,0,0,0,0, q ,15,43,17.4,-,58,19,28
57,52,YY Nor    , # ,unknown ,0,0,0, SA  ,2,1,0,100, # , EA  , ======= ,13.2,16.1,2.9,99.99,9.99,9.99, # , p  ,1.694903016,0.2291, # , n ,250, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,15,47,58.5,-,57,24,43
57,57,AC Nor    , # ,unknown ,0,0,0, SA  ,2,1,0,62, # , EA  , ======= ,12.4,13.4,1,99.99,9.99,9.99, # , p  ,1.293380022,0.1117, # , n ,240, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,15,51,29.7,-,59,25,49
57,73,AT Nor    , # ,unknown ,0,0,0, DM  ,1,1,0,39, # , EA  , ======= ,14.5,15.2,0.7,99.99,9.99,9.99, # , p  ,1.448639989,0.161, # , n ,999, # ,26,999,999,999, -----               ,0,0,0,0,0,0, q ,15,58,4.9,-,57,32,6
57,83,BE Nor    , # ,unknown ,0,0,0, SA  ,2,1,0,48, # , EA  , ======= ,14.1,14.8,0.7,14.2,0.1,0.6, # , p  ,1.338325024,0.1266, # , n ,230, : ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,2,15.2,-,58,0,17
57,85,BG Nor    , # ,unknown ,0,0,0, CE  ,3,2,0,70, # , E   , ======= ,15.5,16.3,0.8,99.99,9.99,9.99, # , p  ,0.493690014,-0.3065, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,2,59.8,-,59,32,53
57,86,BH Nor    , * ,unknown ,0,0,0, CB  ,3,1,0,50, L , EA  , ======= ,11.98,12.49,0.51,11.98,0,0.51, # , V  ,1.144634008,0.0587, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,16,3,2.7,-,58,23,4
57,100,BW Nor    , # ,unknown ,0,0,0, DM  ,1,1,0,100, # , E   , ======= ,13.8,14.8,1,99.99,9.99,9.99, # , p  ,0.726354003,-0.1389, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,8,35.6,-,60,10,10
57,106,CE Nor    , # ,unknown ,0,0,0, SA  ,2,1,0,   * , # , EA  , ======= ,11.5,14.5,3,11.8,0.3,2.7, # , p  ,21.24856949,1.3273, # , n ,100, # ,50,999,999,999, -----               ,0,0,0,0,0,0, q ,16,11,13.2,-,60,2,21
57,109,CH Nor    , # ,unknown ,0,0,0, SH  ,2,3,0,100, # , E   , ======= ,13.7,15.1,1.4,99.99,9.99,9.99, # , p  ,3.241743088,0.5108, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,11,24.9,-,56,39,10
57,112,CL Nor    , # ,unknown ,0,0,0, DM  ,1,1,0,52, # , EA  , ======= ,12.8,13.5,0.7,99.99,9.99,9.99, # , p  ,1.645748973,0.2164, # , n ,160, : ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,12,39.1,-,57,58,13
57,113,CM Nor    , * ,unknown ,0,0,0, DM  ,1,1,0,93, # , EA  , ======= ,11.9,12.8,0.9,99.99,9.99,9.99, # , p  ,5.563620091,0.7454, # , n ,70, : ,999,999,999,999, G8V                 ,580,0,5,0,0,0, q ,16,12,50.4,-,58,24,40
57,116,CP Nor    , # ,unknown ,0,0,0, SA  ,2,1,0,100, # , EA  , ======= ,13.8,15.7,1.9,99.99,9.99,9.99, # , p  ,2.466279984,0.392, # , n ,290, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,14,4,-,58,18,22
57,122,CV Nor    , * ,unknown ,0,0,0, DGL ,1,3,2,   * , # , E   , ======= ,11.58,11.85,0.27,99.99,9.99,9.99, # , V  ,124.4383545,2.095, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,15,22.2,-,57,31,54
57,124,CX Nor    , # ,unknown ,0,0,0, SA  ,2,1,0,100, # , EB  , ======= ,14.7,15.8,1.1,15,0.3,0.8, # , p  ,19.62000084,1.2927, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,16,15,42,-,57,22,22
57,137,DO Nor    , # ,unknown ,0,0,0, SA  ,2,1,0,100, # , EA  , ======= ,14,15.3,1.3,14.2,0.2,1.1, # , p  ,0.622247994,-0.206, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,18,11.1,-,57,34,52
57,147,DY Nor    , # ,unknown ,0,0,0, SA  ,2,1,0,78, # , EA  , ======= ,13.2,14.3,1.1,99.99,9.99,9.99, # , p  ,4.014989853,0.6037, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,21,1.9,-,59,18,33
57,156,EM Nor    , # ,unknown ,0,0,0, CWA ,3,3,1,50, # , EW: , ======= ,13.2,13.8,0.6,13.8,0.6,0, # , p  ,0.738399983,-0.1317, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,16,22,27.1,-,56,20,43
57,158,EO Nor    , # ,unknown ,0,0,0, CB  ,3,1,0,46, # , EA  , ======= ,13.4,14.1,0.7,99.99,9.99,9.99, # , p  ,0.852306485,-0.0694, # , n ,220, : ,0,999,999,999, -----               ,0,0,0,0,0,0, q ,16,23,52.6,-,56,47,54
57,162,ES Nor    , # ,unknown ,0,0,0, N   ,0,0,0,   # , # , E:  , ======= ,16.1,16.5,0.4,99.99,9.99,9.99, # , p  ,0,-9, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,25,44.8,-,58,43,59
57,163,ET Nor    , # ,unknown ,0,0,0, SA  ,2,1,0,64, # , EA  , ======= ,14.4,15.5,1.1,99.99,9.99,9.99, # , p  ,0.782615781,-0.1065, # , n ,200, # ,32,999,999,999, -----               ,0,0,0,0,0,0, q ,16,26,34.9,-,60,6,33
57,167,EX Nor    , # ,unknown ,0,0,0, CB  ,3,1,0,50, # , EA  , ======= ,13.1,13.8,0.7,99.99,9.99,9.99, # , p  ,0.716283977,-0.1449, # , n ,290, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,26,58.2,-,57,9,17
57,174,FK Nor    , # ,unknown ,0,0,0, SA  ,2,1,0,52, # , EA  , ======= ,14.9,15.7,0.8,15,0.1,0.7, # , p  ,8.399999619,0.9243, # , n ,160, : ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,29,7.7,-,59,49,15
57,186,FW Nor    , # ,unknown ,0,0,0, SA  ,2,1,0,100, # , EA  , ======= ,14.3,15.9,1.6,14.5,0.2,1.4, # , p  ,6.460730076,0.8103, # , n ,120, : ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,32,36.2,-,56,59,5
57,193,GK Nor    , # ,unknown ,0,0,0, SA  ,2,1,0,68, # , EA  , ======= ,11.2,12.3,1.1,99.99,9.99,9.99, # , p  ,6.537960053,0.8154, # , n ,100, # ,0,999,999,999, -----               ,0,0,0,0,0,0, q ,15,34,50.9,-,58,23,59
57,194,GL Nor    , # ,unknown ,0,0,0, SA  ,2,1,0,100, # , EA  , ======= ,10.6,12.8,2.2,99.99,9.99,9.99, # , p  ,2.208889961,0.3442, # , n ,150, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,15,44,12.6,-,51,30,32
57,195,GM Nor    , * ,DM      ,1,1,0, N   ,0,0,0,   # , # , EA  , ======= ,10.58,11.03,0.45,11.01,0.43,0.02, # , V  ,1.884580016,0.2752, # , n ,130, # ,20,999,999,999, A3                  ,330,0,0,0,0,0, q ,15,51,58,-,55,21,48
57,196,GN Nor    , * ,DM      ,1,1,0, N   ,0,0,0,   # , # , EA  , ======= ,12.6,13.3,0.7,13.3,0.7,0, # , p  ,5.703426838,0.7561, # , n ,100, # ,0,160,999,405, B0                  ,200,0,0,0,0,0, q ,15,55,0.9,-,54,31,35
57,197,GO Nor    , # ,S       ,2,0,0, N   ,0,0,0,   # , # , EA  , ======= ,13.4,15.6,2.2,13.7,0.3,1.9, # , p  ,5.95690012,0.775, # , n ,310, # ,0,999,999,999, -----               ,0,0,0,0,0,0, q ,15,56,31.5,-,54,5,53
57,198,GP Nor    , # ,unknown ,0,0,0, DM  ,1,1,0,46, # , EA  , ======= ,13.8,14.6,0.8,99.99,9.99,9.99, # , p  ,2.427109957,0.3851, # , n ,150, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,1,3.5,-,57,21,57
57,199,GQ Nor    , # ,unknown ,0,0,0, SA  ,2,1,0,100, # , EA  , ======= ,13.6,14.8,1.2,13.8,0.2,1, # , p  ,0.830754995,-0.0805, # , n ,200, # ,0,999,999,999, -----               ,0,0,0,0,0,0, q ,16,2,48.6,-,51,22,29
57,201,GS Nor    , # ,unknown ,0,0,0, SA  ,2,1,0,100, # , EA  , ======= ,13.8,15.9,2.1,99.99,9.99,9.99, # , p  ,1.454043984,0.1626, # , n ,220, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,9,0.4,-,58,13,32
57,202,GT Nor    , # ,unknown ,0,0,0, SA  ,2,1,0,58, # , EA  , ======= ,13.9,14.8,0.9,99.99,9.99,9.99, # , p  ,2.071160078,0.3162, # , n ,170, # ,48,999,999,999, -----               ,0,0,0,0,0,0, q ,16,9,3.8,-,53,22,33
57,204,GV Nor    , * ,unknown ,0,0,0, SA  ,2,1,0,64, # , EA  , ======= ,10.9,11.8,0.9,99.99,9.99,9.99, # , p  ,2.971829891,0.473, # , n ,110, # ,30,999,999,999, B5\8                ,250,280,0,0,0,0, q ,16,18,41.1,-,53,59,42
57,206,GX Nor    , # ,CW      ,3,3,0, N   ,0,0,0,   # , L , EW  , ======= ,14,15,1,15,1,0, # , p  ,0.26878199,-0.5706, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,16,23,49.6,-,53,30,25
57,207,GY Nor    , # ,unknown ,0,0,0, SA  ,2,1,0,64, # , EA  , ======= ,14.2,15.2,1,99.99,9.99,9.99, # , p  ,3.093066931,0.4904, # , n ,160, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,26,33.8,-,53,13,20
57,209,HH Nor    , * ,S       ,2,0,0, N   ,0,0,0,   # , # , EA  , ======= ,10.3,11.5,1.2,99.99,9.99,9.99, # , p  ,8.583129883,0.9336, # , n ,100, # ,50,999,999,999, F0                  ,400,0,0,0,0,0, q ,15,43,30.2,-,51,50,47
57,210,HI Nor    , # ,unknown ,0,0,0, DGL ,1,3,2,   * , # , EA  , ======= ,10.1,11.2,1.1,99.99,9.99,9.99, # , p  ,73.56199646,1.8667, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,15,57,29.2,-,56,34,51
57,211,HK Nor    , # ,unknown ,0,0,0, SA  ,2,1,0,   * , # , EA  , ======= ,12.6,15.2,2.6,12.9,0.3,2.3, # , p  ,0.706717014,-0.1508, # , n ,180, : ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,15,58,54.7,-,51,41,55
57,212,HL Nor    , # ,unknown ,0,0,0, SA  ,2,1,0,98, # , EA  , ======= ,13.6,14.9,1.3,99.99,9.99,9.99, # , p  ,1.87341702,0.2726, # , n ,160, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,9,2,-,58,57,8
57,213,HM Nor    , # ,unknown ,0,0,0, SA  ,2,1,0,100, # , EA  , ======= ,11.8,13.7,1.9,99.99,9.99,9.99, # , p  ,4.426459789,0.6461, # , n ,110, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,8,43,-,54,1,23
57,214,HN Nor    , # ,unknown ,0,0,0, SA  ,2,1,0,85, # , EA  , ======= ,13.2,14.4,1.2,99.99,9.99,9.99, # , p  ,5.302620888,0.7245, # , n ,90, : ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,15,51.4,-,53,39,29
57,215,HO Nor    , # ,unknown ,0,0,0, SA  ,2,1,0,100, # , EA  , ======= ,13.1,15.2,2.1,13.2,0.1,2, # , p  ,2.123169899,0.327, # , n ,140, : ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,20,39.3,-,53,29,32
57,217,HQ Nor    , # ,unknown ,0,0,0, DGL ,1,3,2,   * , # , EA  , ======= ,12.6,13.5,0.9,99.99,9.99,9.99, # , p  ,90.90000153,1.9586, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,23,34.1,-,51,51,42
57,219,HS Nor    , # ,unknown ,0,0,0, SA  ,2,1,0,100, # , EA  , ======= ,12.6,15.2,2.6,99.99,9.99,9.99, # , p  ,5.126120091,0.7098, # , n ,120, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,1,45,-,57,27,33
57,220,HT Nor    , # ,unknown ,0,0,0, DM  ,1,1,0,64, # , EA  , ======= ,13.3,13.8,0.5,99.99,9.99,9.99, # , p  ,5.415999889,0.7337, # , n ,140, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,1,35,-,52,53,3
57,221,HU Nor    , # ,unknown ,0,0,0, SA  ,2,1,0,72, # , EA  , ======= ,13.6,14.7,1.1,99.99,9.99,9.99, : , p  ,4.943029881,0.694, # , n ,160, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,5,36.3,-,52,39,25
57,222,HV Nor    , # ,unknown ,0,0,0, SA  ,2,1,0,82, # , EA  , ======= ,14.5,15.6,1.1,99.99,9.99,9.99, : , p  ,2.282968998,0.3585, # , n ,120, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,19,47.4,-,52,56,32
57,223,HW Nor    , # ,unknown ,0,0,0, DM  ,1,1,0,68, # , EA  , ======= ,14.4,14.8,0.4,99.99,9.99,9.99, # , p  ,2.574704886,0.4107, # , n ,170, # ,24,999,999,999, -----               ,0,0,0,0,0,0, q ,16,16,50.4,-,50,59,35
57,224,HX Nor    , # ,unknown ,0,0,0, N   ,0,0,0,   # , L , EA  , ======= ,11.4,12.2,0.8,12.1,0.7,0.1, # , V  ,67.48999786,1.8292, # , n ,40, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,27,28.2,-,51,40,10
57,226,HZ Nor    , # ,unknown ,0,0,0, DM  ,1,1,0,53, # , EA  , ======= ,15.1,15.8,0.7,99.99,9.99,9.99, # , p  ,5.843167782,0.7666, # , n ,30, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,3,4.8,-,56,16,37
57,231,IN Nor    , * ,unknown ,0,0,0, SA  ,2,1,0,   * , # , EA  , ======= ,9.97,11.26,1.29,99.99,9.99,9.99, # , V  ,6.0963521,0.7851, # , n ,999, # ,999,999,999,999, B5                  ,250,0,0,0,0,0, q ,15,46,3.1,-,51,53,56
57,235,IR Nor    , * ,unknown ,0,0,0, DM  ,1,1,0,49, # , EA  , ======= ,9.68,10.16,0.48,99.99,9.99,9.99, # , V  ,1.376330018,0.1387, # , n ,999, # ,999,999,999,999, A1IV                ,310,0,4,0,0,0, q ,15,48,52.7,-,44,5,40
57,237,IT Nor    , # ,C       ,3,0,0, N   ,0,0,0,   # , M , EB  , ======= ,9.4,10,0.6,9.8,0.4,0.2, # , p  ,0.63578999,-0.1967, # , n ,999, # ,0,999,0,999, B9.5III             ,295,0,3,0,0,0, q ,16,17,9.2,-,44,59,18
57,240,IW Nor    , # ,unknown ,0,0,0, CWW ,3,3,2,45, # , EW  , ======= ,14,14.5,0.5,99.99,9.99,9.99, # , p  ,0.333189994,-0.4773, : , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,16,22,31,-,58,27,35
57,248,KO Nor    , * ,unknown ,0,0,0, DM  ,1,1,0,100, # , E   , ======= ,11.15,11.45,0.3,99.99,9.99,9.99, # , V  ,33.54232407,1.5256, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,25,59.5,-,56,55,4
57,251,KR Nor    , # ,unknown ,0,0,0, CB  ,3,1,0,47, # , EA  , ======= ,12.8,13.3,0.5,99.99,9.99,9.99, # , p  ,0.836549997,-0.0775, # , n ,70, : ,0,999,999,999, -----               ,0,0,0,0,0,0, q ,16,28,6.4,-,60,14,56
57,254,KU Nor    , # ,unknown ,0,0,0, N   ,0,0,0,   # , # , EA  , ======= ,14.8,15.3,0.5,99.99,9.99,9.99, # , p  ,0,-9, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,28,12.2,-,55,14,58
57,257,KX Nor    , # ,unknown ,0,0,0, CWA ,3,3,1,45, # , EW  , ======= ,14.3,14.8,0.5,14.8,0.5,0, # , p  ,0.586139977,-0.232, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,16,29,33.4,-,55,6,1
57,258,KY Nor    , # ,unknown ,0,0,0, N   ,0,0,0,   # , # , E   , ======= ,15,16,1,99.99,9.99,9.99, : , p  ,0,-9, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,31,30.6,-,59,21,23
57,261,LM Nor    , # ,unknown ,0,0,0, N   ,0,0,0,   # , # , E   , ======= ,14.8,15.3,0.5,99.99,9.99,9.99, # , p  ,0,-9, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,33,8.3,-,55,28,0
57,264,LP Nor    , # ,unknown ,0,0,0, SA  ,2,1,0,56, # , EA  , ======= ,14.8,15.8,1,99.99,9.99,9.99, # , p  ,5.951000214,0.7746, : , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,33,49.6,-,58,37,45
57,269,LU Nor    , * ,unknown ,0,0,0, DM  ,1,1,0,60, # , E   , ======= ,12,13.1,1.1,99.99,9.99,9.99, # , V  ,2.655100107,0.4241, : , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,34,28.5,-,55,37,7
57,270,LV Nor    , # ,unknown ,0,0,0, DM  ,1,1,0,80, # , E   , ======= ,9.7,10,0.3,99.99,9.99,9.99, # , p  ,15.7585001,1.1975, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,15,46,36.6,-,50,59,46
57,272,LX Nor    , # ,unknown ,0,0,0, N   ,0,0,0,   # , # , E   , ======= ,14,14.5,0.5,99.99,9.99,9.99, # , p  ,0,-9, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,13,4.2,-,59,53,51
57,273,LY Nor    , # ,unknown ,0,0,0, N   ,0,0,0,   # , # , E   , ======= ,13.5,14,0.5,99.99,9.99,9.99, # , p  ,0,-9, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,13,32.3,-,57,56,8
57,276,MN Nor    , # ,unknown ,0,0,0, DM  ,1,1,0,67, # , EA  , ======= ,15,15.5,0.5,99.99,9.99,9.99, # , p  ,1.639400005,0.2147, # , n ,120, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,17,48.9,-,59,38,19
57,280,MR Nor    , # ,unknown ,0,0,0, N   ,0,0,0,   # , # , E:  , ======= ,14.1,14.6,0.5,99.99,9.99,9.99, # , p  ,0,-9, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,19,47.3,-,57,38,4
57,286,MX Nor    , # ,unknown ,0,0,0, N   ,0,0,0,   # , # , E:  , ======= ,14,15,1,99.99,9.99,9.99, # , p  ,0,-9, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,16,21,39.6,-,54,33,14
